Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Detection of Abnormal Behavior in Healthcare IoT Using IDS, CNN, and SVM",Mobile Computing and Sustainable Informatics,,,,10.1007/978-981-99-0835-6_27,Oluwaseun Priscilla OlawaleSahar Ebadinezhad,2023,https://link.springer.com/chapter/10.1007/978-981-99-0835-6_27,Conference paper
A survey on the contribution of ML and DL to the detection and prevention of botnet attacks,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-024-00226-y,Yassine EL YamaniYoussef BaddiNajib EL Kamoun,2024,https://link.springer.com/article/10.1007/s40860-024-00226-y,Article
Optimizing IoT Attack Detection in&#xa0;Edge AI: A Comparison of&#xa0;Lightweight Machine Learning Models and&#xa0;Feature Reduction Techniques,"Availability, Reliability and Security",,,,10.1007/978-3-032-00642-4_19,Viet Anh PhanJan JerabekLukas Malina,2025,https://link.springer.com/chapter/10.1007/978-3-032-00642-4_19,Conference paper
Evaluating Machine Learning Models for Attack Detection in GPS Datasets,Artificial Intelligence and Sustainable Computing,,,,10.1007/978-981-97-0327-2_16,Md. AfrozEmmanuel NyakwendeBirendra Goswami,2024,https://link.springer.com/chapter/10.1007/978-981-97-0327-2_16,Conference paper
An Intrusion Detection System on The Internet of Things Using Deep Learning and Multi-objective Enhanced Gorilla Troops Optimizer,Journal of Bionic Engineering,,,,10.1007/s42235-024-00575-7,Hossein AsgharzadehAli GhaffariMohammad MasdariFarhad Soleimanian Gharehchopogh,2024,https://link.springer.com/article/10.1007/s42235-024-00575-7,Article
Feature engineering based performance analysis of ML and DL algorithms for Botnet attack detection in IoMT,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-01883-7,Sohail SaifNahal YasminSuparna Biswas,2023,https://link.springer.com/article/10.1007/s13198-023-01883-7,Article
Innovative Federated Learning Approach to Secure Internet of Medical Things,Innovative Technologies on Electrical Power Systems for Smart Cities Infrastructure,,,,10.1007/978-3-031-86705-7_21,Anass MisbahAnass SebbarImad Hafidi,2025,https://link.springer.com/chapter/10.1007/978-3-031-86705-7_21,Conference paper
Decentralized federated deep Q-learning for IoMT security: leveraging MK-VQFHE and blockchain with IPFS,Scientific Reports,,,,10.1038/s41598-025-13519-w,OmKumar ChandraUmakanthamKrithiga RaviSuguna MarappanSudhakaran Gajendran,2026,https://link.springer.com/article/10.1038/s41598-025-13519-w,Article
A lightweight framework to secure IoT devices with limited resources in cloud environments,Scientific Reports,,,,10.1038/s41598-025-09885-0,Vivek Kumar PandeyDinesh SahuShiv PrakashRajkumar Singh RathorePratibha DixitIryna Hunko,2025,https://link.springer.com/article/10.1038/s41598-025-09885-0,Article
Exploring the potential of artificial intelligence and machine learning in healthcare: challenges and research directions,Cluster Computing,,,,10.1007/s10586-025-05372-3,S. ManimaranD. Uma PriyaAzees MariaArun Sekar Rajasekaran,2025,https://link.springer.com/article/10.1007/s10586-025-05372-3,Article
Review of filtering based feature selection for Botnet detection in the Internet of Things,Artificial Intelligence Review,,,,10.1007/s10462-025-11113-0,Mohamed SaiedShawkat GuirguisMagda Madbouly,2025,https://link.springer.com/article/10.1007/s10462-025-11113-0,Article
Optimal deep neural network based road traffic management system for Internet of Things based smart city environment,Scientific Reports,,,,10.1038/s41598-026-42542-8,Khaled Abdullah Almejalli,2026,https://link.springer.com/article/10.1038/s41598-026-42542-8,Article
Quantum-Adaptive Propagation Graph Network for Smart Cardiac Disease Diagnosis in Wireless Sensor Networks with IoT Integration,Biomedical Materials & Devices,,,,10.1007/s44174-025-00601-0,Sudheer NidamanuriM. Senthil VadivuKrishna Prakash ArunachalamP. Venkata Hari Prasad,2025,https://link.springer.com/article/10.1007/s44174-025-00601-0,Article
A password algorithm recognition and classification framework based on BiGRU attention network,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-026-00619-y,Yuan Sun,2026,https://link.springer.com/article/10.1007/s11416-026-00619-y,Article
Intelligent Blockchain security for smart cities: Artificial intelligence-based anomaly detection and data integrity,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02190-7,Elavarasi KumaranPalani Uthirapathy,2026,https://link.springer.com/article/10.1007/s12083-025-02190-7,Article
A Systematic Literature Review of Machine Learning-Based Solutions for Enhancing IoT Security,Proceedings of International Conference on Next-Generation Communication and Computing,,,,10.1007/978-981-96-3728-7_28,Muskan GargSima,2025,https://link.springer.com/chapter/10.1007/978-981-96-3728-7_28,Conference paper
Cutting-Edge Malware Detection in&#xa0;Healthcare: Leveraging Cascaded-AlexNet Model,Computational Science and Its Applications – ICCSA 2025 Workshops,,,,10.1007/978-3-031-97663-6_7,Sania AkhtarMuhammad HanifMuhammad Waqas ArshadFaryal Farooq,2026,https://link.springer.com/chapter/10.1007/978-3-031-97663-6_7,Conference paper
Enhancing cyberthreat defense mechanisms using ensemble of representation learning with binary Ebola optimization search in internet of things environment,Scientific Reports,,,,10.1038/s41598-025-17437-9,Meshari H. AlanaziJawad Hasan AlkhateebHayam AlamroMashael M. AsiriSultan AlahmariAli AlqazzazAsma AlshuhailHassan Alkhiri,2025,https://link.springer.com/article/10.1038/s41598-025-17437-9,Article
Intelligent Intrusion Detection Systems for Enhancing Security in IoT and Cyber-Physical Networks,Intelligent Vision and Computing,,,,10.1007/978-3-032-10670-4_7,K. N. S. LakshmiAnitha PatilM. Srikanth YadavKarne Nagabrahma Chari,2026,https://link.springer.com/chapter/10.1007/978-3-032-10670-4_7,Conference paper
AI-driven security framework for medical sensor networks: enhancing privacy and trust in smart healthcare systems,Cluster Computing,,,,10.1007/s10586-024-05049-3,Shaha Al-OtaibiSarra AyouniNadeem SarwarAsma IrshadFaizan Ullah,2025,https://link.springer.com/article/10.1007/s10586-024-05049-3,Article
A comprehensive health assessment approach using ensemble deep learning model for remote patient monitoring with IoT,Scientific Reports,,,,10.1038/s41598-024-66427-w,Gayathri RMaheswari SSandeep Kumar MathivananBasu Dev ShivahareRadha Raman ChandanMohd Asif Shah,2024,https://link.springer.com/article/10.1038/s41598-024-66427-w,Article
Developing an explainable machine learning and fog computing-based visual rating scale for the prediction of dementia progression,Scientific Reports,,,,10.1038/s41598-025-06310-4,Zainab H. AliEsraa HassanShimaa ElgamalNora El-Rashidy,2025,https://link.springer.com/article/10.1038/s41598-025-06310-4,Article
DCMHTS: a deep clustering model for healthcare based on trigger service,Network Modeling Analysis in Health Informatics and Bioinformatics,,,,10.1007/s13721-025-00613-2,Soumia BenkouAhmed Asimi,2025,https://link.springer.com/article/10.1007/s13721-025-00613-2,Article
Fuzzy feature selection using fuzzy C-means clustering and recursive feature elimination (FCM-RFE),The Journal of Supercomputing,,,,10.1007/s11227-026-08401-z,Amit Kumar SaxenaDamodar PatelPhichsinee KhongjaPhumin Sumalai,2026,https://link.springer.com/article/10.1007/s11227-026-08401-z,Article
A finite automata-based framework for IoT embedded device identification via traffic analysis,Discover Artificial Intelligence,,,,10.1007/s44163-026-01094-6,Keling Bi,2026,https://link.springer.com/article/10.1007/s44163-026-01094-6,Article
Machine Learning-Driven Adaptive Blockchain Security for IoT Devices,"The 9th International Conference on Advanced Machine Learning Technologies and Applications (AMLTA’25), Volume 2",,,,10.1007/978-3-032-07326-6_2,Ibrahim A. Abd El-MoghithSaad M. Darwish,2026,https://link.springer.com/chapter/10.1007/978-3-032-07326-6_2,Conference paper
Quantum-driven security evolution in IoT: AI-powered cryptography and anomaly detection,The Journal of Supercomputing,,,,10.1007/s11227-025-07582-3,Hana Mohammed MujlidReem Alshahrani,2025,https://link.springer.com/article/10.1007/s11227-025-07582-3,Article
GEN-SECHEALTH: an AI-powered generative architecture for self-scalable cybersecurity and flexible data privacy protection in intricate healthcare systems,Journal of Big Data,,,,10.1186/s40537-026-01373-0,Sajid MehmoodRashid AminAntonio CostanzoAsma Hassan AlshehriFaisal S. Alsubaei,2026,https://link.springer.com/article/10.1186/s40537-026-01373-0,Article
"A systematic review of artificial intelligence-driven decentralized learning in healthcare: emerging techniques, applications, challenges and future directions",Artificial Intelligence Review,,,,10.1007/s10462-026-11540-7,Zehui ZhaoLaith AlzubaidiHaider A. AlwzwazyJinglan ZhangZaenab AlammarYuantong Gu,2026,https://link.springer.com/article/10.1007/s10462-026-11540-7,Article
Artificial Intelligence-driven privacy preservation in the internet of vehicles: a comprehensive systematic literature review,Journal of Big Data,,,,10.1186/s40537-025-01360-x,Arash HeidariSeyed Hamed RastegarAhmad Khonsari,2026,https://link.springer.com/article/10.1186/s40537-025-01360-x,Article
Impact of Machine Learning in Cybersecurity: A Critical Review with Insights on the Internet of Things,Advances in Data-Driven Computing and Intelligent Systems,,,,10.1007/978-981-99-9531-8_29,Om UtsavG. L. SainiDeepak Panwar,2024,https://link.springer.com/chapter/10.1007/978-981-99-9531-8_29,Conference paper
A Novel Distributed Narrow Band-Internet of Things (NB-IoT) Security Solution with Minimal Energy Conservation Using Deep Neural Network-Based Node Behavioral Analysis,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,10.1007/s40998-026-01130-2,Reshma RMohana Sundaram NSanthosh R,2026,https://link.springer.com/article/10.1007/s40998-026-01130-2,Article
Advancing Artificial Immune System-Based Anomaly Detection,Innovations in Computational Intelligence and Computer Vision,,,,10.1007/978-3-032-14757-8_26,Vedic VarmaSrivatsa PalepuUpendra SinghPraneet Saurabh,2026,https://link.springer.com/chapter/10.1007/978-3-032-14757-8_26,Conference paper
Secure federated learning with metaheuristic optimized dimensionality reduction and multi-head attention for DDoS attack mitigation,Scientific Reports,,,,10.1038/s41598-025-15052-2,Adwan A. AlanaziAshrf AlthbitiSara Abdelwahab GhorashiFathea M. O. BirkeaRoosvel Soto-DiazJosé Escorcia-Gutierrez,2025,https://link.springer.com/article/10.1038/s41598-025-15052-2,Article
A Strategic Approach to DiseaseDiagnosis and Prognosis of Pancreatic Cancer Using Machine Learning,Intelligent Vision and Computing,,,,10.1007/978-3-032-10664-3_14,B. SarvesanN. K. Senthil Kumar,2026,https://link.springer.com/chapter/10.1007/978-3-032-10664-3_14,Conference paper
Mitigating cyber risks in IoT environments using ResNet50_CNN1D and Edge-IIoTset insights,Cluster Computing,,,,10.1007/s10586-026-06114-9,Hanaa ZainEldinSamah A. GamelFatma M. Talaat,2026,https://link.springer.com/article/10.1007/s10586-026-06114-9,Article
A comprehensive survey of cybersecurity techniques based on quality of service (QoS) on the Internet of Things (IoT),Cluster Computing,,,,10.1007/s10586-025-05449-z,Seyed Salar SefatiBahman ArastehSimona HalungaOctavian Fratu,2025,https://link.springer.com/article/10.1007/s10586-025-05449-z,Article
Dual-level contextual graph-informed neural network with starling murmuration optimization for securing cloud-based botnet attack detection in wireless sensor networks,Iran Journal of Computer Science,,,,10.1007/s42044-025-00334-9,B. S. Deepa PriyaV. RamuKrishna Prakash ArunachalamD. Santhakumar,2025,https://link.springer.com/article/10.1007/s42044-025-00334-9,Article
Securing Automotive Networks from DoS and Fuzzy Attacks with Optimized LSTM Models,International Journal of Computational Intelligence Systems,,,,10.1007/s44196-025-00782-y,W. Beniel DennysonC. Jothikumar,2025,https://link.springer.com/article/10.1007/s44196-025-00782-y,Article
Lightweight Edge Computing Framework Using Federated Learning for Real-Time Anomaly Detection in Resource-Constrained IoT Environments,SN Computer Science,,,,10.1007/s42979-026-05125-y,N. RadhaR. SwathikaJoe Louis Paul Ignatius,2026,https://link.springer.com/article/10.1007/s42979-026-05125-y,Article
SARP: A Secure and Adaptive Machine Learning-Driven Routing Protocol for Dynamic IoT Networks,Journal of Network and Systems Management,,,,10.1007/s10922-025-10008-3,Sofiane HamriouiArab Ali CherifPascal Lorenz,2025,https://link.springer.com/article/10.1007/s10922-025-10008-3,Article
Adaptive meta-learning for denial-of-service defense,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02052-2,Salmi SalimOughdir Lahcen,2025,https://link.springer.com/article/10.1007/s12083-025-02052-2,Article
Machine Learning for Smart Healthcare Management Using IoT,IoT and ML for Information Management: A Smart Healthcare Perspective,,,,10.1007/978-981-97-5624-7_4,Yagmur YigitKubra DuranNaghmeh MoradpoorLeandros MaglarasNguyen Van HuynhBerk Canberk,2024,https://link.springer.com/chapter/10.1007/978-981-97-5624-7_4,Chapter
A Shark Inspired Ensemble Deep Learning Stacks for Ensuring the Security in Internet of Things (IoT)-Based Smart City Infrastructure,International Journal of Computational Intelligence Systems,,,,10.1007/s44196-024-00649-8,P. Jagadish KumarS. Neduncheliyan,2024,https://link.springer.com/article/10.1007/s44196-024-00649-8,Article
An Intrusion Detection Model Based on Hybridization of S-ROA in Deep Learning Model for MANET,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,10.1007/s40998-024-00700-6,M. Ganesh KarthikU. SivajiM. ManoharD. JayaramM. Venu GopalachariRamesh Vatambeti,2024,https://link.springer.com/article/10.1007/s40998-024-00700-6,Article
Energy-aware cluster head optimization and secure blockchain integration for heterogeneous 6G-enabled IoMT networks,Scientific Reports,,,,10.1038/s41598-025-15462-2,R. YuvaraniR. MahaveerakannanTamilvizhi ThanarajanL. Kartheesan,2025,https://link.springer.com/article/10.1038/s41598-025-15462-2,Article
A privacy preserving intrusion detection framework for IIoT in 6G networks using homomorphic encryption and graph neural networks,Scientific Reports,,,,10.1038/s41598-025-32087-7,Binjie HuaHaiyan Xi,2025,https://link.springer.com/article/10.1038/s41598-025-32087-7,Article
An Improved Intrusion Detection System for the Internet of Medical Things Based on Deep Convolutional Neural Network,Computational Intelligence in Pattern Recognition,,,,10.1007/978-981-99-3734-9_42,Pandit Byomakesha DashH. S. BeheraManas Ranjan Senapati,2023,https://link.springer.com/chapter/10.1007/978-981-99-3734-9_42,Conference paper
